OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0004543,8-Dec-17,15-Dec-17,3,Wholesale,NZD,AXW291,35,7,12,6184.1,3772.301,74209.2
SO - 0005936,8-Dec-17,26-Dec-17,14,Wholesale,USD,AXW291,93,1,12,1051.9,599.583,12622.8
SO - 0006488,8-Dec-17,25-Dec-17,2,Export,NZD,AXW291,22,8,7,2304.8,1682.504,16133.6
SO - 0007829,8-Dec-17,19-Dec-17,16,Wholesale,USD,AXW291,71,11,9,2479,1437.82,22311
SO - 000755,9-Dec-17,25-Dec-17,42,Wholesale,USD,AXW291,87,1,8,5587.8,3967.338,44702.4
SO - 000766,9-Dec-17,15-Dec-17,27,Distributor,GBP,AXW291,38,11,12,3839.1,2725.761,46069.2
SO - 0002505,9-Dec-17,20-Dec-17,18,Wholesale,GBP,AXW291,9,7,11,1125.6,607.824,12381.6
SO - 000746,10-Dec-17,25-Dec-17,17,Export,AUD,AXW291,67,13,11,3819,2673.3,42009
SO - 0006392,10-Dec-17,23-Dec-17,31,Export,NZD,AXW291,45,2,12,797.3,518.245,9567.6
SO - 0001423,11-Dec-17,14-Dec-17,24,Wholesale,NZD,AXW291,55,1,5,1025.1,563.805,5125.5
SO - 0003735,11-Dec-17,20-Dec-17,29,Export,USD,AXW291,17,13,7,1038.5,664.64,7269.5
SO - 0006149,11-Dec-17,28-Dec-17,50,Export,GBP,AXW291,95,1,7,2458.9,1254.039,17212.3
SO - 0006219,11-Dec-17,28-Dec-17,38,Wholesale,NZD,AXW291,34,1,5,3544.3,1524.049,17721.5
SO - 0007288,11-Dec-17,16-Dec-17,35,Wholesale,USD,AXW291,96,5,6,1943,893.78,11658
SO - 0007433,11-Dec-17,27-Dec-17,43,Export,USD,AXW291,94,13,7,241.2,154.368,1688.4
SO - 0001679,12-Dec-17,15-Dec-17,28,Export,NZD,AXW291,88,10,11,1829.1,859.677,20120.1
SO - 0005323,12-Dec-17,22-Dec-17,49,Distributor,NZD,AXW291,9,1,8,1922.9,999.908,15383.2
SO - 0005914,12-Dec-17,15-Dec-17,16,Export,AUD,AXW291,27,7,10,1212.7,1006.541,12127
SO - 0006197,12-Dec-17,29-Dec-17,7,Export,AUD,AXW291,50,2,7,911.2,400.928,6378.4
SO - 0007153,12-Dec-17,29-Dec-17,30,Wholesale,AUD,AXW291,98,5,10,4013.3,3210.64,40133
SO - 000671,13-Dec-17,30-Dec-17,20,Distributor,AUD,AXW291,77,1,5,1775.5,1225.095,8877.5
SO - 000903,13-Dec-17,26-Dec-17,13,Wholesale,NZD,AXW291,66,13,12,810.7,551.276,9728.4
SO - 0001345,13-Dec-17,24-Dec-17,8,Wholesale,USD,AXW291,39,2,9,5473.9,2846.428,49265.1
SO - 0002767,13-Dec-17,21-Dec-17,22,Export,USD,AXW291,42,13,8,1909.5,1489.41,15276
SO - 0003958,13-Dec-17,21-Dec-17,47,Wholesale,USD,AXW291,34,1,9,1139,854.25,10251
SO - 0004065,13-Dec-17,27-Dec-17,30,Distributor,USD,AXW291,45,7,7,850.9,433.959,5956.3
SO - 0004287,13-Dec-17,24-Dec-17,36,Export,USD,AXW291,67,5,6,6130.5,3494.385,36783
SO - 0007332,13-Dec-17,31-Dec-17,41,Wholesale,USD,AXW291,85,7,6,5889.3,4711.44,35335.8
SO - 000260,14-Dec-17,22-Dec-17,26,Wholesale,NZD,AXW291,47,1,7,1005,412.05,7035
SO - 0001192,14-Dec-17,17-Dec-17,42,Distributor,USD,AXW291,4,1,6,1065.3,500.691,6391.8
SO - 0001472,14-Dec-17,22-Dec-17,27,Distributor,NZD,AXW291,24,7,11,2666.6,1893.286,29332.6
SO - 0002357,14-Dec-17,1-Jan-18,3,Distributor,NZD,AXW291,38,13,12,1011.7,748.658,12140.4
SO - 0002402,14-Dec-17,24-Dec-17,12,Wholesale,NZD,AXW291,39,3,6,5976.4,3585.84,35858.4
SO - 0003056,14-Dec-17,17-Dec-17,33,Wholesale,AUD,AXW291,100,2,12,3932.9,2045.108,47194.8
SO - 0003486,14-Dec-17,17-Dec-17,6,Wholesale,AUD,AXW291,43,1,12,167.5,142.375,2010
SO - 0005338,14-Dec-17,31-Dec-17,23,Distributor,GBP,AXW291,84,14,5,3825.7,2257.163,19128.5
SO - 0007740,14-Dec-17,22-Dec-17,31,Distributor,NZD,AXW291,16,1,12,871,679.38,10452
SO - 0007987,14-Dec-17,22-Dec-17,42,Wholesale,NZD,AXW291,49,11,12,2425.4,1479.494,29104.8
SO - 000431,15-Dec-17,30-Dec-17,13,Wholesale,USD,AXW291,81,12,9,3966.4,3371.44,35697.6
SO - 0001238,15-Dec-17,31-Dec-17,49,Wholesale,NZD,AXW291,32,5,10,2546,1782.2,25460
SO - 0001485,15-Dec-17,18-Dec-17,39,Wholesale,USD,AXW291,8,1,11,3658.2,2707.068,40240.2
SO - 0002755,15-Dec-17,29-Dec-17,48,Distributor,USD,AXW291,91,3,10,904.5,606.015,9045
SO - 0005981,15-Dec-17,31-Dec-17,30,Distributor,NZD,AXW291,30,4,10,2311.5,1086.405,23115
SO - 0005991,15-Dec-17,21-Dec-17,18,Distributor,GBP,AXW291,92,7,10,1072,428.8,10720
SO - 000406,16-Dec-17,29-Dec-17,41,Wholesale,USD,AXW291,42,11,8,1206,988.92,9648
SO - 000991,16-Dec-17,24-Dec-17,32,Distributor,NZD,AXW291,75,1,11,6197.5,4214.3,68172.5
SO - 0001001,16-Dec-17,26-Dec-17,46,Export,USD,AXW291,44,13,8,174.2,101.036,1393.6
SO - 0004314,16-Dec-17,19-Dec-17,8,Wholesale,USD,AXW291,76,6,6,254.6,185.858,1527.6
SO - 0004966,16-Dec-17,25-Dec-17,1,Wholesale,AUD,AXW291,37,11,7,1715.2,806.144,12006.4
SO - 0006575,16-Dec-17,1-Jan-18,42,Wholesale,NZD,AXW291,77,13,8,2680,2251.2,21440
SO - 000164,17-Dec-17,22-Dec-17,40,Wholesale,NZD,AXW291,4,9,12,2257.9,1761.162,27094.8
SO - 000400,17-Dec-17,2-Jan-18,1,Wholesale,USD,AXW291,25,9,6,5708.4,2682.948,34250.4
SO - 000502,17-Dec-17,20-Dec-17,47,Distributor,NZD,AXW291,23,4,5,2412,1109.52,12060
SO - 0001597,17-Dec-17,24-Dec-17,14,Distributor,AUD,AXW291,36,13,10,3611.3,2672.362,36113
SO - 0002360,17-Dec-17,22-Dec-17,17,Wholesale,NZD,AXW291,96,12,7,1118.9,906.309,7832.3
SO - 0003213,17-Dec-17,2-Jan-18,13,Wholesale,EUR,AXW291,64,1,10,690.1,324.347,6901
SO - 0004445,17-Dec-17,3-Jan-18,6,Distributor,AUD,AXW291,88,11,6,3979.8,2268.486,23878.8
SO - 0004905,17-Dec-17,1-Jan-18,1,Export,NZD,AXW291,22,11,9,2626.4,1549.576,23637.6
SO - 0005061,17-Dec-17,4-Jan-18,2,Wholesale,USD,AXW291,20,11,11,2231.1,1070.928,24542.1
SO - 0005297,17-Dec-17,3-Jan-18,9,Distributor,USD,AXW291,72,11,7,2606.3,1172.835,18244.1
SO - 0005524,17-Dec-17,29-Dec-17,42,Export,EUR,AXW291,47,5,7,3993.2,1637.212,27952.4
SO - 0005531,17-Dec-17,24-Dec-17,39,Wholesale,AUD,AXW291,21,1,5,1132.3,702.026,5661.5
SO - 0005892,17-Dec-17,27-Dec-17,32,Wholesale,USD,AXW291,23,5,12,247.9,193.362,2974.8
SO - 0006273,17-Dec-17,20-Dec-17,32,Distributor,NZD,AXW291,89,1,9,3356.7,1779.051,30210.3
SO - 0006433,17-Dec-17,21-Dec-17,39,Wholesale,GBP,AXW291,38,4,10,2974.8,1784.88,29748
SO - 000757,18-Dec-17,5-Jan-18,24,Distributor,AUD,AXW291,50,1,5,871,661.96,4355
SO - 000824,18-Dec-17,25-Dec-17,11,Wholesale,NZD,AXW291,59,8,11,1179.2,825.44,12971.2
SO - 000828,18-Dec-17,29-Dec-17,27,Wholesale,NZD,AXW291,40,13,5,1916.2,1015.586,9581
SO - 0001433,18-Dec-17,21-Dec-17,9,Wholesale,NZD,AXW291,40,5,11,2458.9,1819.586,27047.9
SO - 0001858,18-Dec-17,29-Dec-17,41,Distributor,USD,AXW291,99,12,8,897.8,619.482,7182.4
SO - 0002365,18-Dec-17,26-Dec-17,46,Distributor,USD,AXW291,65,13,5,5272.9,2636.45,26364.5
SO - 0002434,18-Dec-17,1-Jan-18,47,Wholesale,GBP,AXW291,88,7,10,3845.8,2922.808,38458
SO - 0003539,18-Dec-17,31-Dec-17,42,Wholesale,USD,AXW291,25,13,11,1889.4,1020.276,20783.4
SO - 0004568,18-Dec-17,3-Jan-18,38,Distributor,AUD,AXW291,91,11,9,1172.5,738.675,10552.5
SO - 0004854,18-Dec-17,22-Dec-17,23,Export,NZD,AXW291,77,1,7,1118.9,760.852,7832.3
SO - 0005095,18-Dec-17,2-Jan-18,5,Distributor,USD,AXW291,7,11,10,227.8,166.294,2278
SO - 0006560,18-Dec-17,27-Dec-17,3,Wholesale,NZD,AXW291,18,1,10,911.2,637.84,9112
SO - 0007226,18-Dec-17,28-Dec-17,35,Wholesale,EUR,AXW291,74,11,5,1092.1,797.233,5460.5
SO - 0001299,19-Dec-17,6-Jan-18,38,Distributor,EUR,AXW291,59,11,9,1172.5,926.275,10552.5
SO - 0001467,19-Dec-17,22-Dec-17,5,Distributor,NZD,AXW291,91,5,10,6358.3,2543.32,63583
SO - 0001833,19-Dec-17,5-Jan-18,5,Wholesale,NZD,AXW291,3,13,10,1065.3,564.609,10653
SO - 0003942,19-Dec-17,30-Dec-17,34,Distributor,AUD,AXW291,34,5,6,2525.9,1010.36,15155.4
SO - 0006020,19-Dec-17,23-Dec-17,37,Wholesale,NZD,AXW291,60,7,10,5118.8,3890.288,51188
SO - 0006255,19-Dec-17,3-Jan-18,26,Distributor,USD,AXW291,73,2,8,1172.5,527.625,9380
SO - 0006454,19-Dec-17,28-Dec-17,19,Wholesale,USD,AXW291,36,1,6,1105.5,519.585,6633
SO - 0007716,19-Dec-17,2-Jan-18,9,Distributor,NZD,AXW291,34,7,10,2432.1,1240.371,24321
SO - 0001448,20-Dec-17,27-Dec-17,36,Wholesale,USD,AXW291,97,11,8,4020,3015,32160
SO - 0003015,20-Dec-17,27-Dec-17,46,Export,NZD,AXW291,78,11,12,2613,1802.97,31356
SO - 0003627,20-Dec-17,4-Jan-18,9,Export,AUD,AXW291,91,1,10,214.4,100.768,2144
SO - 0004477,20-Dec-17,2-Jan-18,50,Wholesale,AUD,AXW291,76,2,8,2338.3,1987.555,18706.4
SO - 0006178,20-Dec-17,30-Dec-17,8,Distributor,NZD,AXW291,66,1,8,1748.7,734.454,13989.6
SO - 0006399,20-Dec-17,25-Dec-17,50,Wholesale,NZD,AXW291,5,5,6,1333.3,1026.641,7999.8
SO - 0006503,20-Dec-17,29-Dec-17,17,Wholesale,AUD,AXW291,36,1,9,716.9,379.957,6452.1
SO - 0006944,20-Dec-17,23-Dec-17,47,Distributor,NZD,AXW291,96,1,11,844.2,709.128,9286.2
SO - 0007772,20-Dec-17,4-Jan-18,27,Wholesale,USD,AXW291,71,2,11,227.8,191.352,2505.8
SO - 000245,21-Dec-17,25-Dec-17,43,Distributor,NZD,AXW291,20,2,10,1092.1,655.26,10921
SO - 000632,21-Dec-17,3-Jan-18,35,Distributor,USD,AXW291,20,11,8,1835.8,1248.344,14686.4
SO - 000978,21-Dec-17,27-Dec-17,18,Wholesale,NZD,AXW291,72,7,8,180.9,135.675,1447.2
SO - 0001695,21-Dec-17,28-Dec-17,23,Distributor,NZD,AXW291,84,13,6,1855.9,816.596,11135.4
SO - 0004221,21-Dec-17,4-Jan-18,36,Wholesale,EUR,AXW291,92,5,8,3906.1,2538.965,31248.8
SO - 0006537,21-Dec-17,6-Jan-18,7,Distributor,USD,AXW291,1,7,7,1105.5,928.62,7738.5
SO - 0006806,21-Dec-17,6-Jan-18,25,Wholesale,AUD,AXW291,64,3,12,6452.1,2903.445,77425.2
SO - 0007212,21-Dec-17,25-Dec-17,11,Export,USD,AXW291,25,7,5,5708.4,2283.36,28542
SO - 0008081,21-Dec-17,31-Dec-17,16,Distributor,NZD,AXW291,36,7,9,1862.6,1117.56,16763.4
SO - 0008084,21-Dec-17,5-Jan-18,44,Distributor,GBP,AXW291,86,11,7,3959.7,2930.178,27717.9
SO - 000444,22-Dec-17,28-Dec-17,48,Wholesale,NZD,AXW291,82,1,11,1118.9,794.419,12307.9
SO - 0001575,22-Dec-17,29-Dec-17,50,Wholesale,EUR,AXW291,76,7,5,1922.9,1211.427,9614.5
SO - 0001662,22-Dec-17,29-Dec-17,48,Wholesale,NZD,AXW291,95,7,7,241.2,115.776,1688.4
SO - 0001698,22-Dec-17,26-Dec-17,9,Wholesale,AUD,AXW291,4,1,11,737,375.87,8107
SO - 0001821,22-Dec-17,8-Jan-18,36,Wholesale,NZD,AXW291,71,11,11,6097,2926.56,67067
SO - 0002653,22-Dec-17,27-Dec-17,12,Wholesale,NZD,AXW291,5,1,5,1031.8,515.9,5159
SO - 0006183,22-Dec-17,29-Dec-17,49,Export,USD,AXW291,39,9,11,5983.1,2871.888,65814.1
SO - 0006300,22-Dec-17,26-Dec-17,33,Wholesale,AUD,AXW291,100,2,7,1085.4,738.072,7597.8
SO - 0006434,22-Dec-17,3-Jan-18,5,Wholesale,EUR,AXW291,28,7,7,5654.8,3110.14,39583.6
SO - 000223,23-Dec-17,5-Jan-18,47,Export,AUD,AXW291,33,9,11,1802.3,756.966,19825.3
SO - 000274,23-Dec-17,3-Jan-18,44,Distributor,USD,AXW291,93,7,7,241.2,115.776,1688.4
SO - 0001805,23-Dec-17,5-Jan-18,33,Distributor,NZD,AXW291,55,1,11,5648.1,2372.202,62129.1
SO - 0004388,23-Dec-17,9-Jan-18,23,Wholesale,GBP,AXW291,36,6,12,2653.2,1751.112,31838.4
SO - 0004734,23-Dec-17,31-Dec-17,23,Distributor,USD,AXW291,8,11,9,1105.5,486.42,9949.5
SO - 0005540,23-Dec-17,1-Jan-18,19,Export,NZD,AXW291,87,13,11,3993.2,3354.288,43925.2
SO - 0007434,23-Dec-17,3-Jan-18,10,Wholesale,NZD,AXW291,34,7,10,1768.8,1238.16,17688
SO - 000535,24-Dec-17,5-Jan-18,38,Export,NZD,AXW291,36,7,6,1929.6,849.024,11577.6
SO - 0001275,24-Dec-17,4-Jan-18,4,Wholesale,USD,AXW291,21,1,11,1775.5,1207.34,19530.5
SO - 0001901,24-Dec-17,5-Jan-18,16,Distributor,NZD,AXW291,36,8,6,1179.2,754.688,7075.2
SO - 0002506,24-Dec-17,1-Jan-18,44,Export,AUD,AXW291,54,12,12,1949.7,896.862,23396.4
SO - 0002566,24-Dec-17,2-Jan-18,45,Export,NZD,AXW291,9,6,9,3819,2176.83,34371
SO - 0002609,24-Dec-17,8-Jan-18,25,Wholesale,USD,AXW291,33,9,11,857.6,471.68,9433.6
SO - 0002992,24-Dec-17,31-Dec-17,11,Wholesale,USD,AXW291,35,11,8,3872.6,2904.45,30980.8
SO - 0003148,24-Dec-17,1-Jan-18,34,Wholesale,NZD,AXW291,78,1,9,2512.5,1080.375,22612.5
SO - 0004642,24-Dec-17,6-Jan-18,33,Distributor,USD,AXW291,94,13,7,964.8,405.216,6753.6
SO - 0005632,24-Dec-17,28-Dec-17,21,Wholesale,GBP,AXW291,34,13,7,3705.1,2778.825,25935.7
SO - 0007794,24-Dec-17,11-Jan-18,48,Wholesale,USD,AXW291,94,11,9,1165.8,582.9,10492.2
SO - 0001956,25-Dec-17,5-Jan-18,19,Wholesale,USD,AXW291,39,9,5,3946.3,2367.78,19731.5
SO - 0002146,25-Dec-17,12-Jan-18,33,Wholesale,NZD,AXW291,23,7,11,1896.1,1346.231,20857.1
SO - 0002726,25-Dec-17,29-Dec-17,41,Wholesale,GBP,AXW291,29,2,12,2633.1,1211.226,31597.2
SO - 0003226,25-Dec-17,31-Dec-17,44,Wholesale,AUD,AXW291,82,6,9,3912.8,1721.632,35215.2
SO - 0001759,26-Dec-17,10-Jan-18,24,Export,NZD,AXW291,83,5,9,2680,2144,24120
SO - 0006060,26-Dec-17,11-Jan-18,15,Wholesale,NZD,AXW291,93,5,8,1078.7,528.563,8629.6
SO - 0001824,27-Dec-17,4-Jan-18,9,Wholesale,AUD,AXW291,41,9,5,1031.8,691.306,5159
SO - 0002007,27-Dec-17,6-Jan-18,19,Distributor,NZD,AXW291,8,1,8,3966.4,2379.84,31731.2
SO - 0002606,27-Dec-17,2-Jan-18,44,Distributor,USD,AXW291,39,12,5,187.6,125.692,938
SO - 0004942,27-Dec-17,5-Jan-18,40,Distributor,NZD,AXW291,45,7,10,221.1,170.247,2211
SO - 0005089,27-Dec-17,5-Jan-18,41,Wholesale,NZD,AXW291,49,1,5,3912.8,1956.4,19564
SO - 0006553,27-Dec-17,6-Jan-18,21,Distributor,USD,AXW291,22,9,9,998.3,469.201,8984.7
SO - 0006934,27-Dec-17,9-Jan-18,31,Distributor,NZD,AXW291,16,7,9,3839.1,2418.633,34551.9
SO - 0006977,27-Dec-17,2-Jan-18,5,Distributor,GBP,AXW291,85,1,5,167.5,73.7,837.5
SO - 0007124,27-Dec-17,3-Jan-18,39,Export,GBP,AXW291,39,13,11,3490.7,1815.164,38397.7
SO - 000796,28-Dec-17,14-Jan-18,27,Distributor,NZD,AXW291,39,5,5,6338.2,3802.92,31691
SO - 0002524,28-Dec-17,10-Jan-18,13,Wholesale,USD,AXW291,22,7,9,2552.7,1455.039,22974.3
SO - 0002761,28-Dec-17,7-Jan-18,45,Export,NZD,AXW291,22,2,5,971.5,806.345,4857.5
SO - 0002771,28-Dec-17,2-Jan-18,38,Wholesale,USD,AXW291,95,4,7,5205.9,4372.956,36441.3
SO - 0003595,28-Dec-17,8-Jan-18,49,Distributor,NZD,AXW291,95,6,6,2586.2,2172.408,15517.2
SO - 0004507,28-Dec-17,13-Jan-18,39,Wholesale,NZD,AXW291,7,11,8,3852.5,2041.825,30820
SO - 0002234,29-Dec-17,8-Jan-18,23,Distributor,EUR,AXW291,30,11,6,1118.9,827.986,6713.4
SO - 0003073,29-Dec-17,2-Jan-18,11,Export,NZD,AXW291,1,5,7,5045.1,2623.452,35315.7
SO - 0003508,29-Dec-17,5-Jan-18,21,Wholesale,AUD,AXW291,18,8,9,3886,2953.36,34974
SO - 0003663,29-Dec-17,10-Jan-18,2,Wholesale,AUD,AXW291,42,10,5,871,435.5,4355
SO - 0005385,29-Dec-17,13-Jan-18,2,Wholesale,AUD,AXW291,37,11,11,1098.8,681.256,12086.8
SO - 0006512,29-Dec-17,5-Jan-18,22,Distributor,EUR,AXW291,74,9,5,1005,603,5025
SO - 0007414,29-Dec-17,11-Jan-18,43,Export,USD,AXW291,36,2,12,5313.1,2815.943,63757.2
SO - 0001688,30-Dec-17,5-Jan-18,49,Wholesale,USD,AXW291,1,1,9,1098.8,846.076,9889.2
SO - 0001927,30-Dec-17,10-Jan-18,40,Distributor,NZD,AXW291,43,1,5,958.1,603.603,4790.5
SO - 0002091,30-Dec-17,5-Jan-18,26,Export,GBP,AXW291,25,2,8,3584.5,2365.77,28676
SO - 0002410,30-Dec-17,6-Jan-18,18,Distributor,USD,AXW291,98,2,11,1058.6,624.574,11644.6
SO - 0002430,30-Dec-17,13-Jan-18,20,Wholesale,NZD,AXW291,95,9,11,1145.7,595.764,12602.7
SO - 0002576,30-Dec-17,17-Jan-18,29,Wholesale,AUD,AXW291,55,13,12,1098.8,725.208,13185.6
SO - 0003684,30-Dec-17,10-Jan-18,23,Wholesale,USD,AXW291,41,1,9,1159.1,741.824,10431.9
SO - 0007533,30-Dec-17,16-Jan-18,8,Wholesale,NZD,AXW291,27,1,6,2371.8,1209.618,14230.8
SO - 000562,31-Dec-17,4-Jan-18,50,Distributor,EUR,AXW291,6,1,6,221.1,179.091,1326.6
SO - 0002722,31-Dec-17,11-Jan-18,47,Export,USD,AXW291,51,2,9,2619.7,1493.229,23577.3
SO - 0002843,31-Dec-17,10-Jan-18,16,Export,NZD,AXW291,89,14,10,3839.1,2111.505,38391
SO - 0003869,31-Dec-17,8-Jan-18,7,Wholesale,NZD,AXW291,99,11,12,4020,2291.4,48240
SO - 0003966,31-Dec-17,15-Jan-18,8,Wholesale,USD,AXW291,65,7,12,6478.9,4664.808,77746.8
SO - 0006859,31-Dec-17,9-Jan-18,7,Wholesale,AUD,AXW291,72,7,11,3872.6,1665.218,42598.6
SO - 0007325,31-Dec-17,16-Jan-18,39,Wholesale,AUD,AXW291,54,11,10,1226.1,674.355,12261
SO - 000300,1-Jan-18,14-Jan-18,38,Wholesale,EUR,AXW291,42,11,11,1005,522.6,11055
SO - 000461,1-Jan-18,17-Jan-18,50,Distributor,AUD,AXW291,44,5,5,3832.4,2452.736,19162
SO - 0001281,1-Jan-18,7-Jan-18,9,Distributor,AUD,AXW291,35,1,9,1299.8,623.904,11698.2
SO - 0001572,1-Jan-18,9-Jan-18,19,Export,EUR,AXW291,94,1,5,1118.9,749.663,5594.5
SO - 0001736,1-Jan-18,4-Jan-18,46,Distributor,NZD,AXW291,64,1,10,207.7,120.466,2077
SO - 0002665,1-Jan-18,15-Jan-18,39,Distributor,NZD,AXW291,76,5,5,2954.7,1300.068,14773.5
SO - 0002818,1-Jan-18,19-Jan-18,13,Wholesale,NZD,AXW291,69,5,11,6405.2,4611.744,70457.2
SO - 0003233,1-Jan-18,9-Jan-18,10,Distributor,USD,AXW291,23,11,11,2365.1,1016.993,26016.1
SO - 0006568,1-Jan-18,18-Jan-18,26,Wholesale,NZD,AXW291,3,7,9,234.5,194.635,2110.5
SO - 000266,2-Jan-18,5-Jan-18,19,Distributor,AUD,AXW291,2,5,6,6324.8,4300.864,37948.8
SO - 000728,2-Jan-18,14-Jan-18,21,Wholesale,EUR,AXW291,85,7,5,1876,1500.8,9380
SO - 0001668,2-Jan-18,17-Jan-18,42,Wholesale,EUR,AXW291,20,10,8,5621.3,3541.419,44970.4
SO - 0001932,2-Jan-18,6-Jan-18,29,Distributor,NZD,AXW291,6,1,12,1051.9,631.14,12622.8
SO - 0003756,2-Jan-18,7-Jan-18,34,Export,NZD,AXW291,40,11,10,221.1,128.238,2211
SO - 0003997,2-Jan-18,20-Jan-18,31,Wholesale,AUD,AXW291,59,1,12,5701.7,2850.85,68420.4
SO - 0004432,2-Jan-18,10-Jan-18,26,Distributor,EUR,AXW291,60,11,8,850.9,646.684,6807.2
SO - 0006519,2-Jan-18,18-Jan-18,42,Wholesale,AUD,AXW291,27,13,8,1031.8,546.854,8254.4
SO - 0007936,2-Jan-18,13-Jan-18,2,Distributor,NZD,AXW291,81,12,5,971.5,524.61,4857.5
SO - 0002604,3-Jan-18,17-Jan-18,48,Wholesale,NZD,AXW291,49,3,11,5688.3,3356.097,62571.3
SO - 0002905,3-Jan-18,15-Jan-18,6,Wholesale,AUD,AXW291,73,5,9,2753.7,1679.757,24783.3
SO - 0002980,3-Jan-18,21-Jan-18,30,Distributor,GBP,AXW291,57,1,11,984.9,778.071,10833.9
SO - 0007282,3-Jan-18,13-Jan-18,17,Wholesale,NZD,AXW291,8,4,10,3939.6,2048.592,39396
SO - 0007313,3-Jan-18,8-Jan-18,33,Wholesale,GBP,AXW291,37,4,7,3262.9,2349.288,22840.3
SO - 0008042,3-Jan-18,12-Jan-18,11,Export,USD,AXW291,27,3,7,1105.5,619.08,7738.5
SO - 0003776,4-Jan-18,12-Jan-18,26,Distributor,USD,AXW291,75,11,5,4013.3,2969.842,20066.5
SO - 0004290,4-Jan-18,20-Jan-18,20,Export,EUR,AXW291,45,1,6,1735.3,850.297,10411.8
SO - 0005158,4-Jan-18,8-Jan-18,20,Wholesale,EUR,AXW291,85,7,5,1058.6,571.644,5293
SO - 0006033,4-Jan-18,9-Jan-18,36,Wholesale,USD,AXW291,34,2,11,871,426.79,9581
SO - 0006963,4-Jan-18,13-Jan-18,16,Wholesale,NZD,AXW291,21,2,6,6398.5,4606.92,38391
SO - 0007294,4-Jan-18,22-Jan-18,40,Distributor,NZD,AXW291,21,5,12,174.2,94.068,2090.4
SO - 0007628,4-Jan-18,13-Jan-18,38,Export,AUD,AXW291,32,5,5,207.7,97.619,1038.5
SO - 000950,5-Jan-18,19-Jan-18,19,Distributor,GBP,AXW291,87,1,7,830.8,515.096,5815.6
SO - 0001126,5-Jan-18,14-Jan-18,2,Wholesale,AUD,AXW291,4,1,10,877.7,631.944,8777
SO - 0002070,5-Jan-18,9-Jan-18,50,Distributor,NZD,AXW291,73,9,9,207.7,159.929,1869.3
SO - 0002186,5-Jan-18,18-Jan-18,41,Wholesale,USD,AXW291,4,13,12,5353.3,3533.178,64239.6
SO - 0002492,5-Jan-18,22-Jan-18,31,Export,USD,AXW291,13,2,5,2224.4,1201.176,11122
SO - 0005193,5-Jan-18,13-Jan-18,30,Distributor,USD,AXW291,21,7,11,194.3,108.808,2137.3
SO - 0005899,5-Jan-18,22-Jan-18,39,Wholesale,USD,AXW291,59,6,7,5266.2,2791.086,36863.4
SO - 0006641,5-Jan-18,9-Jan-18,19,Wholesale,USD,AXW291,55,13,6,2847.5,2021.725,17085
SO - 0006877,5-Jan-18,13-Jan-18,43,Distributor,NZD,AXW291,58,7,10,2278,1116.22,22780
SO - 000544,6-Jan-18,22-Jan-18,15,Wholesale,AUD,AXW291,17,2,6,3725.2,2048.86,22351.2
SO - 0003610,6-Jan-18,13-Jan-18,4,Wholesale,USD,AXW291,8,5,7,1038.5,654.255,7269.5
SO - 0004055,6-Jan-18,24-Jan-18,37,Wholesale,USD,AXW291,29,7,9,6472.2,3106.656,58249.8
SO - 0007273,6-Jan-18,9-Jan-18,12,Distributor,EUR,AXW291,96,13,11,6237.7,4304.013,68614.7
SO - 0007851,6-Jan-18,10-Jan-18,36,Wholesale,NZD,AXW291,52,9,6,1025.1,799.578,6150.6
SO - 000290,7-Jan-18,16-Jan-18,6,Distributor,USD,AXW291,90,2,6,710.2,390.61,4261.2
SO - 000643,7-Jan-18,19-Jan-18,47,Distributor,AUD,AXW291,51,7,7,1005,462.3,7035
SO - 0001287,7-Jan-18,17-Jan-18,44,Wholesale,USD,AXW291,57,1,11,2311.5,1433.13,25426.5
SO - 0002641,7-Jan-18,11-Jan-18,2,Wholesale,NZD,AXW291,10,7,10,2613,1620.06,26130
SO - 0003326,7-Jan-18,19-Jan-18,2,Export,EUR,AXW291,7,11,12,241.2,161.604,2894.4
SO - 0003564,7-Jan-18,21-Jan-18,48,Export,USD,AXW291,40,3,8,1112.2,633.954,8897.6
SO - 0003793,7-Jan-18,19-Jan-18,22,Wholesale,USD,AXW291,93,5,9,3819,2329.59,34371
SO - 0006694,7-Jan-18,14-Jan-18,50,Distributor,AUD,AXW291,26,1,9,3919.5,2273.31,35275.5
SO - 0007673,7-Jan-18,24-Jan-18,3,Wholesale,USD,AXW291,21,5,5,247.9,111.555,1239.5
SO - 0001028,8-Jan-18,20-Jan-18,24,Distributor,NZD,AXW291,47,11,7,1118.9,637.773,7832.3
SO - 0002768,8-Jan-18,13-Jan-18,18,Wholesale,EUR,AXW291,52,9,11,5494,3296.4,60434
SO - 0002998,8-Jan-18,24-Jan-18,32,Wholesale,USD,AXW291,29,13,11,254.6,117.116,2800.6
SO - 0006591,8-Jan-18,24-Jan-18,18,Distributor,NZD,AXW291,91,5,12,2345,1031.8,28140
SO - 0007399,8-Jan-18,24-Jan-18,26,Wholesale,USD,AXW291,22,4,8,2499.1,1499.46,19992.8
SO - 0007548,8-Jan-18,23-Jan-18,34,Distributor,AUD,AXW291,93,11,11,1681.7,1227.641,18498.7
